user_id,timestamp,longitude,latitude,city_code
u1,2024-09-01 08:00:00,116.40000046030491,39.90000339314059,110000
u1,2024-09-01 08:03:00,116.40000379638117,39.90000957328268,110000
u1,2024-09-01 08:06:00,116.40000991096623,39.90000613382344,110000
u1,2024-09-01 08:10:00,116.4003,39.9,110000
u1,2024-09-01 08:13:00,116.4006,39.9,110000
u1,2024-09-01 08:16:00,116.40099123734828,39.89999374307389,110000
u1,2024-09-01 08:19:00,116.40101218469239,39.89999164167856,110000
u1,2024-09-01 08:22:00,116.4010032600428,39.90000162572412,110000
u2,2024-09-01 09:00:00,116.4100038757285,39.90501860789936,110000
u2,2024-09-01 09:03:00,116.40998944527189,39.90498087837749,110000
u2,2024-09-01 09:06:00,116.40999483090509,39.9050043109125,110000
u2,2024-09-01 09:10:00,116.4106,39.90515,110000
u2,2024-09-01 09:13:00,116.41120000000001,39.905300000000004,110000
u2,2024-09-01 09:16:00,116.41198102499058,39.9055099299913,110000
u2,2024-09-01 09:19:00,116.41199828548841,39.90548952766926,110000
u2,2024-09-01 09:22:00,116.41199253163592,39.905507442422795,110000
